Age Group,Average Closure Time in Days,Case Closed,City,Closed Cases,Sum of Closure Time (Days),Count of Crime Code,Crime Description,Crime Domain,Date Case Closed,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Day of Week,Distinct Cities,No. of Cases,Sum of Police Deployed,Sum of Report Number,Reported Within 24H,Sum of Reporting Delay (Hours),Time of Occurrence,Time Range,Sum of Victim Age,Victim Gender,Weapon Used
18–29,,No,Bangalore,,,1,COUNTERFEITING,Other Crime,,2023,Qtr 1,February,4,2023,Qtr 1,March,4,Saturday,1,1,3,11018,After 24H,692,1899-12-30 01:29:00,Night,24,M,Other
18–29,,No,Bangalore,,,1,COUNTERFEITING,Other Crime,,2024,Qtr 1,February,13,2024,Qtr 1,February,15,Tuesday,1,1,14,15495,After 24H,64,1899-12-30 21:25:00,Night,20,F,Firearm
18–29,,No,Bangalore,,,1,COUNTERFEITING,Other Crime,,2024,Qtr 2,June,22,2024,Qtr 2,June,22,Saturday,1,1,14,17258,Within 24H,9,1899-12-30 03:57:00,Night,28,M,Poison
18–29,,No,Bangalore,,,1,CYBERCRIME,Other Crime,,2022,Qtr 2,April,26,2022,Qtr 2,April,28,Tuesday,1,1,5,6362,After 24H,69,1899-12-30 10:49:00,Morning,19,F,Knife
18–29,,No,Bangalore,,,1,CYBERCRIME,Other Crime,,2024,Qtr 1,March,28,2024,Qtr 1,March,29,Thursday,1,1,3,16105,After 24H,46,1899-12-30 08:11:00,Morning,27,F,None
18–29,,No,Bangalore,,,1,DOMESTIC VIOLENCE,Violent Crime,,2021,Qtr 1,March,23,2021,Qtr 1,March,23,Tuesday,1,1,19,2271,Within 24H,20,1899-12-30 07:02:00,Morning,21,M,None
18–29,,No,Bangalore,,,1,DOMESTIC VIOLENCE,Violent Crime,,2021,Qtr 3,July,30,2021,Qtr 3,July,29,Friday,1,1,13,3402,Within 24H,-12,1899-12-30 01:35:00,Night,29,M,Explosives
18–29,,No,Bangalore,,,1,DOMESTIC VIOLENCE,Violent Crime,,2021,Qtr 3,August,14,2021,Qtr 3,August,17,Saturday,1,1,3,3605,After 24H,75,1899-12-30 23:52:00,Night,20,F,Explosives
18–29,,No,Bangalore,,,1,DOMESTIC VIOLENCE,Violent Crime,,2021,Qtr 4,October,28,2021,Qtr 4,October,27,Thursday,1,1,10,4337,Within 24H,-1,1899-12-30 06:59:00,Morning,23,M,Explosives
18–29,,No,Bangalore,,,1,DOMESTIC VIOLENCE,Violent Crime,,2022,Qtr 4,October,12,2022,Qtr 4,December,13,Wednesday,1,1,11,9448,After 24H,1498,1899-12-30 20:56:00,Evening,22,F,Blunt Object
18–29,,No,Bangalore,,,1,DOMESTIC VIOLENCE,Violent Crime,,2022,Qtr 4,October,30,2022,Qtr 1,January,11,Sunday,1,1,9,8870,Within 24H,-6989,1899-12-30 23:50:00,Night,24,M,Firearm
18–29,,No,Bangalore,,,1,DOMESTIC VIOLENCE,Violent Crime,,2023,Qtr 1,February,16,2023,Qtr 1,February,18,Thursday,1,1,19,10398,After 24H,54,1899-12-30 00:05:00,Night,29,F,None
18–29,,No,Bangalore,,,1,DOMESTIC VIOLENCE,Violent Crime,,2024,Qtr 1,January,2,2024,Qtr 1,January,31,Tuesday,1,1,17,15281,After 24H,718,1899-12-30 00:11:00,Night,27,F,Other
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2020,Qtr 1,February,1,2020,Qtr 1,March,1,Saturday,1,1,1,2,After 24H,697,1899-12-30 20:47:00,Evening,18,F,Knife
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2020,Qtr 4,October,6,2020,Qtr 4,November,6,Tuesday,1,1,3,653,After 24H,748,1899-12-30 12:48:00,Afternoon,21,F,Knife
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2021,Qtr 1,February,26,2021,Qtr 1,February,28,Friday,1,1,3,2096,After 24H,68,1899-12-30 09:45:00,Morning,21,M,Knife
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2021,Qtr 3,July,16,2021,Qtr 3,July,17,Friday,1,1,4,3278,After 24H,42,1899-12-30 09:59:00,Morning,19,M,Blunt Object
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2021,Qtr 3,July,19,2021,Qtr 3,July,19,Monday,1,1,1,3301,Within 24H,15,1899-12-30 02:38:00,Night,23,F,None
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2022,Qtr 1,March,21,2022,Qtr 1,March,21,Monday,1,1,14,5946,Within 24H,9,1899-12-30 18:57:00,Evening,19,M,Poison
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2023,Qtr 2,April,24,2023,Qtr 2,April,26,Monday,1,1,19,11326,After 24H,48,1899-12-30 17:06:00,Evening,22,F,Poison
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2024,Qtr 1,January,13,2024,Qtr 1,January,14,Saturday,1,1,16,15041,After 24H,43,1899-12-30 08:30:00,Morning,22,M,None
18–29,,No,Bangalore,,,1,DRUG OFFENSE,Other Crime,,2024,Qtr 3,July,30,2024,Qtr 1,January,8,Tuesday,1,1,16,17809,Within 24H,-4889,1899-12-30 05:22:00,Morning,29,F,Explosives
18–29,,No,Bangalore,,,1,EXTORTION,Other Crime,,2021,Qtr 3,July,30,2021,Qtr 1,January,8,Friday,1,1,3,3434,Within 24H,-4866,1899-12-30 18:13:00,Evening,22,F,Explosives
18–29,,No,Bangalore,,,1,EXTORTION,Other Crime,,2022,Qtr 1,February,11,2022,Qtr 2,May,11,Friday,1,1,10,8916,After 24H,2138,1899-12-30 21:19:00,Night,22,M,Firearm
18–29,,No,Bangalore,,,1,EXTORTION,Other Crime,,2022,Qtr 3,August,30,2022,Qtr 1,January,9,Tuesday,1,1,19,8012,Within 24H,-5577,1899-12-30 16:41:00,Afternoon,21,M,Firearm
18–29,,No,Bangalore,,,1,EXTORTION,Other Crime,,2023,Qtr 1,March,5,2023,Qtr 2,June,5,Sunday,1,1,12,11464,After 24H,2209,1899-12-30 13:00:00,Afternoon,20,M,Explosives
18–29,,No,Bangalore,,,1,EXTORTION,Other Crime,,2023,Qtr 4,November,16,2023,Qtr 4,November,18,Thursday,1,1,3,14248,After 24H,59,1899-12-30 14:33:00,Afternoon,26,F,None
18–29,,No,Bangalore,,,1,FIREARM OFFENSE,Fire Accident,,2021,Qtr 2,April,5,2021,Qtr 2,June,5,Monday,1,1,14,2632,After 24H,1472,1899-12-30 12:32:00,Afternoon,18,F,Poison
18–29,,No,Bangalore,,,1,FIREARM OFFENSE,Fire Accident,,2022,Qtr 2,June,19,2022,Qtr 2,June,20,Sunday,1,1,8,7008,After 24H,41,1899-12-30 19:48:00,Evening,26,M,Poison
18–29,,No,Bangalore,,,1,FIREARM OFFENSE,Fire Accident,,2022,Qtr 4,November,8,2022,Qtr 3,August,13,Tuesday,1,1,19,7761,Within 24H,-2068,1899-12-30 18:59:00,Evening,22,F,Blunt Object
18–29,,No,Bangalore,,,1,FIREARM OFFENSE,Fire Accident,,2022,Qtr 4,November,27,2022,Qtr 4,November,27,Sunday,1,1,11,9228,Within 24H,19,1899-12-30 02:00:00,Night,19,M,Explosives
18–29,,No,Bangalore,,,1,FIREARM OFFENSE,Fire Accident,,2024,Qtr 1,February,6,2024,Qtr 1,March,6,Tuesday,1,1,4,16994,After 24H,699,1899-12-30 14:38:00,Afternoon,28,M,Poison
18–29,,No,Bangalore,,,1,FRAUD,Other Crime,,2021,Qtr 3,August,31,2021,Qtr 3,August,31,Tuesday,1,1,14,3751,Within 24H,9,1899-12-30 18:43:00,Evening,21,M,Blunt Object
18–29,,No,Bangalore,,,1,FRAUD,Other Crime,,2021,Qtr 4,December,12,2021,Qtr 4,December,14,Sunday,1,1,9,4816,After 24H,52,1899-12-30 03:19:00,Night,19,M,Poison
18–29,,No,Bangalore,,,1,HOMICIDE,Other Crime,,2021,Qtr 4,October,13,2021,Qtr 4,October,16,Wednesday,1,1,18,4216,After 24H,74,1899-12-30 23:42:00,Night,19,F,Blunt Object
18–29,,No,Bangalore,,,1,HOMICIDE,Other Crime,,2023,Qtr 2,May,14,2023,Qtr 2,May,14,Sunday,1,1,2,11583,Within 24H,17,1899-12-30 00:27:00,Night,23,M,Blunt Object
18–29,,No,Bangalore,,,1,HOMICIDE,Other Crime,,2023,Qtr 3,August,14,2023,Qtr 3,August,15,Monday,1,1,1,12919,After 24H,44,1899-12-30 09:09:00,Morning,23,F,Blunt Object
18–29,,No,Bangalore,,,1,HOMICIDE,Other Crime,,2023,Qtr 3,August,16,2023,Qtr 3,August,17,Wednesday,1,1,1,12953,After 24H,47,1899-12-30 19:07:00,Evening,26,F,Poison
18–29,,No,Bangalore,,,1,HOMICIDE,Other Crime,,2023,Qtr 3,September,1,2023,Qtr 3,September,1,Friday,1,1,14,9835,Within 24H,22,1899-12-30 04:16:00,Night,20,M,Firearm
18–29,,No,Bangalore,,,1,HOMICIDE,Other Crime,,2024,Qtr 2,April,25,2024,Qtr 2,April,26,Thursday,1,1,1,16482,After 24H,25,1899-12-30 10:02:00,Morning,29,M,Knife
18–29,,No,Bangalore,,,1,IDENTITY THEFT,Violent Crime,,2023,Qtr 1,February,5,2023,Qtr 1,March,5,Sunday,1,1,14,11429,After 24H,686,1899-12-30 23:01:00,Night,22,F,Poison
18–29,,No,Bangalore,,,1,IDENTITY THEFT,Violent Crime,,2023,Qtr 2,April,6,2023,Qtr 2,April,6,Thursday,1,1,3,11884,Within 24H,11,1899-12-30 11:13:00,Morning,27,F,Other
18–29,,No,Bangalore,,,1,IDENTITY THEFT,Violent Crime,,2023,Qtr 2,June,17,2023,Qtr 2,June,17,Saturday,1,1,4,12075,Within 24H,16,1899-12-30 09:54:00,Morning,20,F,Blunt Object
18–29,,No,Bangalore,,,1,IDENTITY THEFT,Violent Crime,,2023,Qtr 4,December,4,2023,Qtr 2,April,14,Monday,1,1,18,11165,Within 24H,-5611,1899-12-30 06:03:00,Morning,22,F,Explosives
18–29,,No,Bangalore,,,1,IDENTITY THEFT,Violent Crime,,2024,Qtr 1,March,15,2024,Qtr 1,March,14,Friday,1,1,4,15905,Within 24H,-1,1899-12-30 14:55:00,Afternoon,19,F,Blunt Object
18–29,,No,Bangalore,,,1,ILLEGAL POSSESSION,Other Crime,,2021,Qtr 1,February,18,2021,Qtr 1,February,20,Thursday,1,1,4,2019,After 24H,60,1899-12-30 01:31:00,Night,28,F,None
18–29,,No,Bangalore,,,1,ILLEGAL POSSESSION,Other Crime,,2021,Qtr 2,April,11,2021,Qtr 2,May,11,Sunday,1,1,16,4415,After 24H,727,1899-12-30 18:45:00,Evening,25,F,None
18–29,,No,Bangalore,,,1,ILLEGAL POSSESSION,Other Crime,,2021,Qtr 2,June,18,2021,Qtr 2,June,19,Friday,1,1,17,3017,After 24H,46,1899-12-30 18:19:00,Evening,20,F,Blunt Object
18–29,,No,Bangalore,,,1,ILLEGAL POSSESSION,Other Crime,,2023,Qtr 3,September,8,2023,Qtr 3,August,8,Friday,1,1,2,12820,Within 24H,-722,1899-12-30 20:29:00,Evening,21,M,None
18–29,,No,Bangalore,,,1,ILLEGAL POSSESSION,Other Crime,,2024,Qtr 1,February,24,2024,Qtr 1,February,24,Saturday,1,1,12,15632,Within 24H,18,1899-12-30 18:52:00,Evening,24,F,None
18–29,,No,Bangalore,,,1,ILLEGAL POSSESSION,Other Crime,,2024,Qtr 3,September,2,2024,Qtr 4,October,2,Monday,1,1,3,15418,After 24H,737,1899-12-30 07:03:00,Morning,26,F,Knife
18–29,,No,Bangalore,,,1,KIDNAPPING,Other Crime,,2020,Qtr 2,June,25,2020,Qtr 2,June,25,Thursday,1,1,9,730,Within 24H,0,1899-12-30 00:12:00,Night,29,F,Knife
18–29,,No,Bangalore,,,1,KIDNAPPING,Other Crime,,2021,Qtr 2,June,3,2021,Qtr 3,July,3,Thursday,1,1,4,2145,After 24H,734,1899-12-30 19:17:00,Evening,19,F,Poison
18–29,,No,Bangalore,,,1,KIDNAPPING,Other Crime,,2021,Qtr 3,July,17,2021,Qtr 3,July,19,Saturday,1,1,19,3294,After 24H,51,1899-12-30 05:10:00,Morning,20,M,Knife
18–29,,No,Bangalore,,,1,KIDNAPPING,Other Crime,,2022,Qtr 1,March,15,2022,Qtr 1,March,16,Tuesday,1,1,2,5878,After 24H,27,1899-12-30 21:14:00,Night,18,M,Blunt Object
18–29,,No,Bangalore,,,1,KIDNAPPING,Other Crime,,2022,Qtr 4,October,22,2022,Qtr 4,October,23,Saturday,1,1,16,8718,After 24H,30,1899-12-30 06:53:00,Morning,22,M,Knife
18–29,,No,Bangalore,,,1,KIDNAPPING,Other Crime,,2024,Qtr 1,March,16,2024,Qtr 1,March,18,Saturday,1,1,2,15959,After 24H,70,1899-12-30 19:02:00,Evening,24,F,None
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2020,Qtr 4,October,26,2020,Qtr 4,October,26,Monday,1,1,8,1251,Within 24H,0,1899-12-30 13:34:00,Afternoon,27,M,None
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 1,January,4,2021,Qtr 1,February,4,Monday,1,1,17,2350,After 24H,749,1899-12-30 12:32:00,Afternoon,22,M,None
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 1,March,13,2021,Qtr 1,March,14,Saturday,1,1,7,2203,After 24H,46,1899-12-30 03:18:00,Night,19,M,None
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 1,March,15,2021,Qtr 1,March,16,Monday,1,1,16,2210,After 24H,25,1899-12-30 16:16:00,Afternoon,28,M,Knife
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 1,March,20,2021,Qtr 1,March,22,Saturday,1,1,4,2254,After 24H,53,1899-12-30 21:18:00,Night,18,F,None
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 3,September,24,2021,Qtr 3,September,26,Friday,1,1,1,4008,After 24H,50,1899-12-30 17:23:00,Evening,22,F,Blunt Object
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2021,Qtr 4,October,7,2021,Qtr 4,November,7,Thursday,1,1,4,3215,After 24H,751,1899-12-30 20:11:00,Evening,23,F,Knife
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2022,Qtr 3,August,17,2022,Qtr 3,August,18,Wednesday,1,1,2,7815,After 24H,32,1899-12-30 17:27:00,Evening,22,F,Firearm
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2023,Qtr 2,April,14,2023,Qtr 2,April,13,Friday,1,1,18,11159,Within 24H,-4,1899-12-30 03:59:00,Night,25,F,Other
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2023,Qtr 2,May,2,2023,Qtr 2,April,2,Tuesday,1,1,5,10202,Within 24H,-698,1899-12-30 17:50:00,Evening,19,F,Firearm
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2023,Qtr 3,September,21,2023,Qtr 3,September,23,Thursday,1,1,6,13467,After 24H,68,1899-12-30 04:00:00,Night,24,F,Other
18–29,,No,Bangalore,,,1,PUBLIC INTOXICATION,Other Crime,,2024,Qtr 1,March,30,2024,Qtr 1,February,4,Saturday,1,1,19,16145,Within 24H,-1320,1899-12-30 20:02:00,Evening,24,F,Firearm
18–29,,No,Bangalore,,,1,ROBBERY,Violent Crime,,2021,Qtr 4,December,16,2021,Qtr 4,December,18,Thursday,1,1,4,4869,After 24H,56,1899-12-30 11:53:00,Morning,25,M,Explosives
18–29,,No,Bangalore,,,1,ROBBERY,Violent Crime,,2024,Qtr 1,February,16,2024,Qtr 1,February,17,Friday,1,1,6,15515,After 24H,28,1899-12-30 08:11:00,Morning,20,F,Explosives
18–29,,No,Bangalore,,,1,SEXUAL ASSAULT,Violent Crime,,2021,Qtr 3,August,3,2021,Qtr 3,September,3,Tuesday,1,1,17,2164,After 24H,765,1899-12-30 00:13:00,Night,22,F,None
18–29,,No,Bangalore,,,1,SEXUAL ASSAULT,Violent Crime,,2022,Qtr 1,March,15,2022,Qtr 1,March,17,Tuesday,1,1,6,5889,After 24H,53,1899-12-30 19:36:00,Evening,18,F,Explosives
18–29,,No,Bangalore,,,1,SEXUAL ASSAULT,Violent Crime,,2022,Qtr 2,April,16,2022,Qtr 2,April,18,Saturday,1,1,18,6240,After 24H,51,1899-12-30 11:13:00,Morning,22,F,None
18–29,,No,Bangalore,,,1,SEXUAL ASSAULT,Violent Crime,,2023,Qtr 3,August,6,2023,Qtr 3,August,6,Sunday,1,1,11,11940,Within 24H,16,1899-12-30 02:36:00,Night,21,F,Other
18–29,,No,Bangalore,,,1,SEXUAL ASSAULT,Violent Crime,,2023,Qtr 4,December,21,2023,Qtr 4,December,21,Thursday,1,1,2,14709,Within 24H,23,1899-12-30 16:56:00,Afternoon,23,F,Firearm
18–29,,No,Bangalore,,,1,SEXUAL ASSAULT,Violent Crime,,2024,Qtr 2,April,4,2024,Qtr 2,June,4,Thursday,1,1,12,16212,After 24H,1483,1899-12-30 20:51:00,Evening,20,F,Explosives
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2020,Qtr 2,June,17,2020,Qtr 2,June,20,Wednesday,1,1,10,705,After 24H,74,1899-12-30 13:20:00,Afternoon,20,M,Knife
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2021,Qtr 3,July,16,2021,Qtr 3,July,17,Friday,1,1,2,3268,After 24H,25,1899-12-30 10:58:00,Morning,23,F,None
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2021,Qtr 3,September,20,2021,Qtr 3,September,21,Monday,1,1,4,3958,After 24H,31,1899-12-30 16:09:00,Afternoon,18,M,Poison
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2022,Qtr 1,January,13,2022,Qtr 1,January,16,Thursday,1,1,6,5194,After 24H,75,1899-12-30 16:20:00,Afternoon,22,F,Blunt Object
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2022,Qtr 1,March,12,2022,Qtr 2,May,12,Saturday,1,1,6,9336,After 24H,1476,1899-12-30 05:41:00,Morning,19,F,Knife
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2024,Qtr 1,February,1,2024,Qtr 2,April,1,Thursday,1,1,19,14897,After 24H,1445,1899-12-30 14:43:00,Afternoon,21,M,Explosives
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2024,Qtr 1,March,19,2024,Qtr 1,March,20,Tuesday,1,1,11,15975,After 24H,29,1899-12-30 01:23:00,Night,24,M,None
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2024,Qtr 2,April,19,2024,Qtr 2,April,21,Friday,1,1,11,16418,After 24H,48,1899-12-30 22:23:00,Night,19,M,Knife
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2024,Qtr 2,April,26,2024,Qtr 2,April,28,Friday,1,1,2,16516,After 24H,50,1899-12-30 20:13:00,Evening,20,F,Blunt Object
18–29,,No,Bangalore,,,1,SHOPLIFTING,Other Crime,,2024,Qtr 4,December,7,2024,Qtr 4,December,7,Saturday,1,1,17,17550,Within 24H,17,1899-12-30 08:57:00,Morning,29,M,Other
18–29,,No,Bangalore,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2021,Qtr 2,May,30,2021,Qtr 1,February,6,Sunday,1,1,2,2861,Within 24H,-2707,1899-12-30 20:23:00,Evening,25,F,Blunt Object
18–29,,No,Bangalore,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2022,Qtr 2,April,7,2022,Qtr 2,May,7,Thursday,1,1,3,7214,After 24H,738,1899-12-30 14:37:00,Afternoon,20,F,Knife
18–29,,No,Bangalore,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2022,Qtr 2,May,10,2022,Qtr 2,May,10,Tuesday,1,1,18,8482,Within 24H,21,1899-12-30 13:04:00,Afternoon,24,M,Blunt Object
18–29,,No,Bangalore,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2023,Qtr 4,November,4,2023,Qtr 4,November,4,Saturday,1,1,1,11133,Within 24H,22,1899-12-30 04:10:00,Night,19,M,Firearm
18–29,,No,Bangalore,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2023,Qtr 4,November,19,2023,Qtr 4,November,19,Sunday,1,1,19,14266,Within 24H,20,1899-12-30 00:35:00,Night,24,F,None
18–29,,No,Bangalore,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2023,Qtr 4,November,29,2023,Qtr 4,November,30,Wednesday,1,1,11,14423,After 24H,36,1899-12-30 02:15:00,Night,20,F,Explosives
18–29,,No,Bangalore,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2024,Qtr 2,April,25,2024,Qtr 2,April,26,Thursday,1,1,14,16501,After 24H,45,1899-12-30 15:24:00,Afternoon,28,M,Blunt Object
18–29,,No,Bangalore,,,1,TRAFFIC VIOLATION,Traffic Fatality,,2024,Qtr 4,November,7,2024,Qtr 3,July,13,Thursday,1,1,10,17556,Within 24H,-2800,1899-12-30 19:33:00,Evening,29,M,Knife
18–29,,No,Bangalore,,,1,VANDALISM,Other Crime,,2022,Qtr 1,February,16,2022,Qtr 1,February,16,Wednesday,1,1,17,5573,Within 24H,12,1899-12-30 16:44:00,Afternoon,22,F,Knife
18–29,,No,Bangalore,,,1,VANDALISM,Other Crime,,2023,Qtr 2,April,26,2023,Qtr 2,April,26,Wednesday,1,1,13,11334,Within 24H,9,1899-12-30 05:15:00,Morning,22,M,Poison
18–29,,No,Bangalore,,,1,VANDALISM,Other Crime,,2024,Qtr 2,May,15,2024,Qtr 2,May,15,Wednesday,1,1,1,16744,Within 24H,19,1899-12-30 13:01:00,Afternoon,20,F,Explosives
18–29,,No,Bangalore,,,1,VEHICLE - STOLEN,Violent Crime,,2021,Qtr 4,November,16,2021,Qtr 4,November,18,Tuesday,1,1,19,4545,After 24H,60,1899-12-30 10:49:00,Morning,21,M,Explosives
18–29,,No,Bangalore,,,1,VEHICLE - STOLEN,Violent Crime,,2021,Qtr 4,November,24,2021,Qtr 4,November,24,Wednesday,1,1,17,4603,Within 24H,11,1899-12-30 17:16:00,Evening,25,F,Blunt Object
18–29,,No,Bangalore,,,1,VEHICLE - STOLEN,Violent Crime,,2022,Qtr 2,June,6,2022,Qtr 2,June,6,Monday,1,1,16,6818,Within 24H,3,1899-12-30 17:53:00,Evening,24,F,Knife
18–29,,No,Bangalore,,,1,VEHICLE - STOLEN,Violent Crime,,2023,Qtr 2,June,10,2023,Qtr 2,June,10,Saturday,1,1,6,13638,Within 24H,16,1899-12-30 13:48:00,Afternoon,26,M,Firearm
18–29,,No,Bangalore,,,1,VEHICLE - STOLEN,Violent Crime,,2023,Qtr 3,September,19,2023,Qtr 3,September,20,Tuesday,1,1,14,13425,After 24H,43,1899-12-30 09:42:00,Morning,29,F,Blunt Object
18–29,,No,Bangalore,,,1,VEHICLE - STOLEN,Violent Crime,,2024,Qtr 1,January,20,2024,Qtr 1,January,22,Saturday,1,1,14,15146,After 24H,60,1899-12-30 06:39:00,Morning,27,F,Explosives
18–29,,No,Bangalore,,,1,VEHICLE - STOLEN,Violent Crime,,2024,Qtr 2,May,14,2024,Qtr 2,May,14,Tuesday,1,1,16,16733,Within 24H,21,1899-12-30 12:49:00,Afternoon,20,F,Poison
18–29,,No,Bhopal,,,1,ARSON,Fire Accident,,2023,Qtr 2,April,19,2023,Qtr 2,April,21,Wednesday,1,1,15,11262,After 24H,53,1899-12-30 22:49:00,Night,21,M,Explosives
18–29,,No,Bhopal,,,1,ASSAULT,Violent Crime,,2023,Qtr 2,June,4,2023,Qtr 2,June,4,Sunday,1,1,19,11069,Within 24H,23,1899-12-30 05:08:00,Morning,20,M,None
18–29,,No,Bhopal,,,1,BURGLARY,Other Crime,,2020,Qtr 4,December,5,2020,Qtr 2,May,13,Saturday,1,1,7,536,Within 24H,-4921,1899-12-30 23:38:00,Night,25,M,Knife
18–29,,No,Bhopal,,,1,COUNTERFEITING,Other Crime,,2023,Qtr 1,February,7,2023,Qtr 1,February,7,Tuesday,1,1,4,12282,Within 24H,22,1899-12-30 23:01:00,Night,20,F,Knife
18–29,,No,Bhopal,,,1,CYBERCRIME,Other Crime,,2021,Qtr 1,March,20,2021,Qtr 1,March,22,Saturday,1,1,13,2260,After 24H,67,1899-12-30 13:26:00,Afternoon,28,M,None
18–29,,No,Bhopal,,,1,CYBERCRIME,Other Crime,,2022,Qtr 1,March,30,2022,Qtr 1,January,4,Wednesday,1,1,11,6067,Within 24H,-2028,1899-12-30 11:17:00,Morning,25,F,Knife
18–29,,No,Bhopal,,,1,DRUG OFFENSE,Other Crime,,2024,Qtr 1,March,25,2024,Qtr 1,March,26,Monday,1,1,7,16047,After 24H,33,1899-12-30 15:18:00,Afternoon,29,F,None
18–29,,No,Bhopal,,,1,FIREARM OFFENSE,Fire Accident,,2023,Qtr 3,July,29,2023,Qtr 3,July,30,Saturday,1,1,11,12696,After 24H,30,1899-12-30 04:24:00,Night,27,F,Knife
18–29,,No,Bhopal,,,1,FRAUD,Other Crime,,2020,Qtr 2,April,14,2020,Qtr 2,April,15,Tuesday,1,1,14,433,After 24H,28,1899-12-30 17:45:00,Evening,26,F,Knife
18–29,,No,Bhopal,,,1,FRAUD,Other Crime,,2021,Qtr 2,May,7,2021,Qtr 2,April,7,Friday,1,1,17,3164,Within 24H,-698,1899-12-30 05:59:00,Morning,28,F,Explosives
18–29,,No,Bhopal,,,1,FRAUD,Other Crime,,2021,Qtr 4,November,17,2021,Qtr 4,November,17,Wednesday,1,1,19,4539,Within 24H,23,1899-12-30 17:18:00,Evening,18,F,Poison
18–29,,No,Bhopal,,,1,FRAUD,Other Crime,,2021,Qtr 4,December,9,2021,Qtr 3,September,15,Thursday,1,1,7,3898,Within 24H,-2035,1899-12-30 13:49:00,Afternoon,23,F,Knife
18–29,,No,Bhopal,,,1,FRAUD,Other Crime,,2024,Qtr 1,January,15,2024,Qtr 1,January,17,Monday,1,1,3,15079,After 24H,63,1899-12-30 17:46:00,Evening,23,M,Blunt Object
18–29,,No,Bhopal,,,1,HOMICIDE,Other Crime,,2024,Qtr 1,March,28,2024,Qtr 1,March,29,Thursday,1,1,19,16093,After 24H,38,1899-12-30 20:00:00,Evening,21,M,Poison
18–29,,No,Bhopal,,,1,IDENTITY THEFT,Violent Crime,,2023,Qtr 2,June,20,2023,Qtr 2,June,21,Tuesday,1,1,10,12125,After 24H,42,1899-12-30 05:34:00,Morning,23,M,Firearm
18–29,,No,Bhopal,,,1,IDENTITY THEFT,Violent Crime,,2024,Qtr 2,April,18,2024,Qtr 2,April,19,Thursday,1,1,19,16384,After 24H,31,1899-12-30 13:55:00,Afternoon,26,F,Firearm
18–29,,No,Bhopal,,,1,KIDNAPPING,Other Crime,,2021,Qtr 1,February,1,2021,Qtr 1,February,1,Monday,1,1,18,1667,Within 24H,18,1899-12-30 11:03:00,Morning,19,M,None
18–29,,No,Bhopal,,,1,KIDNAPPING,Other Crime,,2023,Qtr 3,August,2,2023,Qtr 4,October,2,Wednesday,1,1,9,10276,After 24H,1470,1899-12-30 11:32:00,Morning,20,F,Firearm
18–29,,No,Bhopal,,,1,PUBLIC INTOXICATION,Other Crime,,2022,Qtr 4,November,20,2022,Qtr 4,November,22,Sunday,1,1,2,9157,After 24H,71,1899-12-30 21:51:00,Night,23,F,Explosives
